1,7075042,102.8399671291183
2,7075048,102.84567291644085
3,7075050,102.84799641028296
4,7075059,102.8535596450335
5,7075065,102.86029371924954
6,7075066,102.87562236906734
7,7075068,102.87992850064164
8,7075073,102.88218157904228
9,7075075,102.89327606146948
10,7075076,102.89570326509845
11,7075080,102.91310561686585
12,7075081,102.92011354914617
13,7075083,102.92585269580646
14,7075084,102.92925933212604
15,7075086,102.94211422638122
16,7075087,102.9474200575623
17,7075089,102.9507805340337
18,7075091,102.95797941094477
19,7075094,102.97238544109642
20,7075094,102.99453295024142
21,7075096,102.99806761718057
22,7075096,103.00967925011383
23,7075097,103.01161797336204
24,7075100,103.01474513193159
25,7075100,103.02864339752486
26,7075103,103.02906311816956
27,7075103,103.03220225737246
28,7075104,103.03891080919846
29,7075110,103.03977949354733
30,7075111,103.0402543767263
31,7075112,103.04268191173432
32,7075112,103.04296994562814
33,7075112,103.0538519283275
34,7075115,103.05786578411296
35,7075117,103.05988536392589
36,7075118,103.06532665683162
37,7075118,103.06990695121674
38,7075121,103.07011021883673
39,7075128,103.07620193060085
40,7075130,103.07915032752678
41,7075131,103.0836458146053
42,7075132,103.08459787460242
43,7075134,103.0921475621469
44,7075137,103.09596090811222
45,7075138,103.11496295626183
46,7075138,103.1195773026409
47,7075138,103.1220306551934
48,7075141,103.14705054625666
49,7075141,103.14942558666165
50,7075142,103.15354523802252
51,7075143,103.16705480461745
52,7075148,103.17637886120464
53,7075148,103.17662454157596
54,7075150,103.18107213226693
55,7075151,103.18442834378996
56,7075153,103.18929193291025
57,7075154,103.18979174952104
58,7075154,103.19286456439366
59,7075156,103.19465040359084
60,7075157,103.1969787200154
61,7075158,103.19750862486067
62,7075159,103.19967731478815
63,7075162,103.20224638257986
64,7075167,103.20871546182703
65,7075168,103.21508768576042
66,7075172,103.21653646596883
67,7075174,103.21764142432706
68,7075175,103.21889900213765
69,7075176,103.22069522588319
70,7075176,103.2228603560062
71,7075181,103.22985613268948
72,7075184,103.23058832925412
73,7075185,103.23099105244583
74,7075185,103.23454527322991
75,7075185,103.24598390174702
76,7075186,103.25666669296206
77,7075189,103.26327571568095
78,7075189,103.27870566977401
79,7075191,103.29569561236875
80,7075193,103.3047899532701
81,7075194,103.30672089291991
82,7075196,103.30907572924625
83,7075198,103.31593392302821
84,7075198,103.32247258297204
85,7075199,103.32878976953451
86,7075205,103.33132061751644
87,7075206,103.33480694597365
88,7075210,103.34221727414219
89,7075211,103.3462394064379
90,7075211,103.35232520939593
91,7075212,103.35387684896989
92,7075213,103.35922093298514
93,7075213,103.36010243997946
94,7075213,103.36521639045728
95,7075213,103.36526402398644
96,7075215,103.36857384820152
97,7075216,103.36955501084654
98,7075216,103.37265710665686
99,7075216,103.38337509960017
100,7075216,103.40052768267437
101,7075218,103.40099956712358
102,7075219,103.4140940090101
103,7075219,103.43769206582247
104,7075220,103.44383964472067
105,7075223,103.45698880747943
106,7075223,103.45816553345955
107,7075236,103.46769797864174
108,7075236,103.47299838000733
109,7075236,103.47428377498667
110,7075237,103.48027874913512
111,7075237,103.48068669067719
112,7075237,103.4865979522319
113,7075239,103.48813308525968
114,7075240,103.49531102160054
115,7075242,103.49551464098407
116,7075245,103.49928135417963
117,7075247,103.50278837903973
118,7075248,103.50311794804692
119,7075250,103.50872144225877
120,7075250,103.50954576587483
121,7075251,103.52449928932302
122,7075252,103.547201186692
123,7075253,103.55861425782277
124,7075256,103.55911626596851
125,7075256,103.57041706680224
126,7075256,103.57450326223753
127,7075257,103.57524430786685
128,7075259,103.58011393965961
129,7075259,103.58739289072254
130,7075259,103.59988395107513
131,7075261,103.60756083769976
132,7075264,103.61218054171756
133,7075268,103.61662548800707
134,7075270,103.62279306458635
135,7075271,103.64019999717797
136,7075273,103.65638415999247
137,7075275,103.65661650222054
138,7075276,103.65753988364565
139,7075277,103.65870427409267
140,7075285,103.65907928651981
141,7075295,103.6910515913431
142,7075297,103.69186048413569
143,7075300,103.69278134962404
144,7075302,103.7060747495748
145,7075302,103.70745020289385
146,7075304,103.71077822233237
